                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                0.62032,                0.38549,                0.84031,                0.76264,                0.56879,                0.63435,                0.48643,                0.58038,                0.35695,                0.82256,              0.0057571,              0.0057571,              0.0057571
                     93,                 0.6193,                0.38579,                0.84054,                0.74259,                0.57207,                0.63421,                0.48657,                0.58014,                0.35675,                0.82244,                0.00571,                0.00571,                0.00571
                     94,                0.62342,                0.38689,                 0.8397,                0.71799,                0.58657,                0.63413,                0.48646,                0.58001,                0.35658,                0.82243,              0.0056629,              0.0056629,              0.0056629
                     95,                0.62023,                0.38554,                0.83979,                0.71805,                0.58644,                0.63419,                0.48669,                 0.5797,                0.35626,                0.82237,              0.0056157,              0.0056157,              0.0056157
                     96,                0.62065,                0.38591,                0.83949,                0.71622,                0.58874,                0.63411,                0.48654,                0.57978,                0.35629,                0.82234,              0.0055686,              0.0055686,              0.0055686
                     97,                0.61741,                0.38368,                0.83853,                 0.7154,                0.58989,                0.63466,                0.48648,                0.57967,                0.35596,                0.82234,              0.0055214,              0.0055214,              0.0055214
                     98,                0.61853,                0.38231,                0.83851,                0.71394,                0.58985,                0.63471,                 0.4866,                0.57948,                0.35569,                0.82228,              0.0054743,              0.0054743,              0.0054743
                     99,                0.61582,                0.38239,                0.83852,                0.71501,                0.58989,                0.63477,                0.48725,                0.57936,                0.35587,                0.82218,              0.0054271,              0.0054271,              0.0054271
                    100,                0.61755,                0.38263,                0.83863,                0.71403,                0.59096,                0.63492,                0.48708,                 0.5791,                0.35576,                0.82206,                0.00538,                0.00538,                0.00538
                    101,                0.61738,                0.38222,                0.83925,                0.71193,                0.59483,                0.63479,                0.48699,                0.57899,                 0.3557,                0.82201,              0.0053329,              0.0053329,              0.0053329
                    102,                0.61238,                0.37944,                0.83793,                0.71212,                0.59334,                0.63494,                0.48752,                0.57881,                0.35567,                0.82192,              0.0052857,              0.0052857,              0.0052857
                    103,                0.61099,                0.37832,                0.83665,                0.71276,                0.59305,                0.63469,                0.48749,                0.57863,                0.35563,                0.82181,              0.0052386,              0.0052386,              0.0052386
                    104,                0.61157,                0.37866,                 0.8373,                0.71265,                0.59449,                0.63487,                0.48758,                0.57846,                0.35561,                0.82177,              0.0051914,              0.0051914,              0.0051914
                    105,                0.61303,                0.37919,                0.83704,                0.71319,                0.59415,                  0.635,                 0.4878,                0.57832,                0.35569,                0.82172,              0.0051443,              0.0051443,              0.0051443
                    106,                 0.6097,                0.37758,                0.83709,                0.71516,                0.59127,                0.63459,                0.48789,                0.57812,                 0.3557,                0.82168,              0.0050971,              0.0050971,              0.0050971
                    107,                0.61069,                0.37694,                0.83686,                0.71961,                 0.5932,                0.63621,                0.48847,                0.57796,                0.35568,                0.82163,                0.00505,                0.00505,                0.00505
                    108,                0.60739,                0.37586,                0.83658,                0.71674,                0.59138,                0.63491,                0.48852,                0.57788,                0.35563,                0.82161,              0.0050029,              0.0050029,              0.0050029
                    109,                0.60588,                0.37559,                0.83602,                0.71434,                0.59081,                 0.6349,                 0.4886,                0.57772,                0.35565,                0.82156,              0.0049557,              0.0049557,              0.0049557
                    110,                0.60688,                0.37538,                0.83572,                0.71611,                0.59029,                0.63481,                0.48921,                0.57756,                0.35554,                0.82156,              0.0049086,              0.0049086,              0.0049086
                    111,                0.60804,                  0.375,                 0.8357,                0.71644,                0.58983,                0.63496,                0.48912,                 0.5774,                0.35529,                0.82151,              0.0048614,              0.0048614,              0.0048614
                    112,                0.60514,                0.37314,                0.83534,                  0.713,                0.59234,                0.63586,                 0.4892,                0.57732,                0.35553,                0.82148,              0.0048143,              0.0048143,              0.0048143
                    113,                0.60503,                0.37264,                0.83545,                0.71603,                0.59084,                0.63632,                0.48979,                 0.5773,                0.35538,                0.82147,              0.0047671,              0.0047671,              0.0047671
                    114,                0.60352,                0.37139,                0.83586,                0.72017,                0.58643,                0.63669,                0.49054,                0.57715,                0.35527,                0.82137,                0.00472,                0.00472,                0.00472
